year,origin,destination,embassy_level,focus
2001,ESP,GHA,6,1
2001,ESP,GNQ,6,1
2001,ESP,GRC,6,1
2001,ESP,GTM,6,1
2001,ESP,HND,6,1
2001,ESP,HRV,6,1
2001,ESP,HTI,6,1
2001,ESP,HUN,6,1
2001,ESP,IDN,6,1
2001,ESP,IND,6,1
2001,ESP,IRL,6,1
2001,ESP,IRN,6,1
2001,ESP,IRQ,6,1
2001,ESP,ISR,6,1
2001,ESP,ITA,6,1
2001,ESP,JAM,6,1
2001,ESP,JOR,6,1
2001,ESP,JPN,6,1
2001,ESP,KAZ,6,1
2001,ESP,KEN,6,1
2001,ESP,KOR,6,1
2001,ESP,KWT,6,1
2001,ESP,LBN,6,1
2001,ESP,LBR,6,1
2001,ESP,LBY,6,1
2001,ESP,LUX,6,1
2001,ESP,MAR,6,1
2001,ESP,MEX,6,1
2001,ESP,MOZ,6,1
2001,ESP,MRT,6,1
2001,ESP,MYS,6,1
2001,ESP,NAM,6,1
2001,ESP,NGA,6,1
2001,ESP,NIC,6,1
2001,ESP,NLD,6,1
2001,ESP,NOR,6,1
2001,ESP,PAK,6,1
2001,ESP,PAN,6,1
2001,ESP,PER,6,1
2001,ESP,PHL,6,1
2001,ESP,POL,6,1
2001,ESP,PRT,6,1
2001,ESP,PRY,6,1
2001,ESP,ROU,6,1
2001,ESP,RUS,6,1
2001,ESP,SAU,6,1
2001,ESP,SEN,6,1
2001,ESP,SLV,6,1
2001,ESP,SRB,6,1
2001,ESP,SVK,6,1
2001,ESP,SWE,6,1
2001,ESP,SYR,6,1
2001,ESP,THA,6,1
2001,ESP,TUN,6,1
2001,ESP,TUR,6,1
2001,ESP,TZA,6,1
2001,ESP,UKR,6,1
2001,ESP,URY,6,1
2001,ESP,USA,6,1
2001,ESP,VAT,6,1
2001,ESP,VEN,6,1
2001,ESP,ZAF,6,1
2001,ESP,ZMB,6,1
2001,ESP,ZWE,6,1
2001,EST,AUT,6,1
2001,EST,BEL,6,1
2001,EST,CZE,4,1
2001,EST,DEU,6,1
2001,EST,DNK,6,1
2001,EST,ESP,6,1
2001,EST,FIN,6,1
2001,EST,FRA,6,1
2001,EST,GBR,6,1
2001,EST,GRC,4,1
2001,EST,IRL,4,1
2001,EST,ITA,6,1
2001,EST,JPN,6,1
2001,EST,LTU,6,1
2001,EST,LVA,6,1
2001,EST,NLD,4,1
2001,EST,NOR,6,1
2001,EST,POL,6,1
2001,EST,PRT,6,1
2001,EST,RUS,6,1
2001,EST,SWE,6,1
2001,EST,UKR,6,1
2001,EST,USA,6,1
2001,ETH,AUT,6,1
2001,ETH,BEL,6,1
2001,ETH,CAN,6,1
2001,ETH,CHN,6,1
2001,ETH,CIV,6,1
2001,ETH,COD,6,1
2001,ETH,CUB,6,1
2001,ETH,DEU,6,1
2001,ETH,DJI,6,1
2001,ETH,EGY,6,1
2001,ETH,ERI,6,3
2001,ETH,FRA,6,1
2001,ETH,GBR,6,1
2001,ETH,GHA,6,1
2001,ETH,IND,6,1
2001,ETH,IRN,6,1
2001,ETH,ISR,6,1
2001,ETH,ITA,6,1
2001,ETH,JPN,6,1
2001,ETH,KEN,6,1
2001,ETH,KOR,4,1
2001,ETH,KWT,6,1
2001,ETH,NGA,6,1
2001,ETH,PRK,4,1
2001,ETH,RUS,4,1
2001,ETH,SAU,6,1
2001,ETH,SDN,4,1
2001,ETH,SEN,6,1
2001,ETH,SWE,6,1
2001,ETH,UGA,6,1
2001,ETH,USA,6,1
2001,ETH,YEM,6,1
2001,ETH,ZAF,6,1
2001,ETH,ZWE,6,1
2001,FIN,ARE,6,1
2001,FIN,ARG,6,1
2001,FIN,AUS,6,1
2001,FIN,AUT,6,1
2001,FIN,BEL,6,1
2001,FIN,BGR,6,1
2001,FIN,BRA,6,1
2001,FIN,CAN,6,1
2001,FIN,CHE,6,1
2001,FIN,CHL,6,1
2001,FIN,CHN,6,1
2001,FIN,CUB,6,1
2001,FIN,CZE,6,1
2001,FIN,DEU,6,1
2001,FIN,DNK,6,1
2001,FIN,EGY,6,1
2001,FIN,ESP,6,1
2001,FIN,EST,6,1
2001,FIN,ETH,4,1
2001,FIN,FRA,6,1
2001,FIN,GBR,6,1
2001,FIN,GRC,6,1
2001,FIN,GTM,6,1
2001,FIN,HRV,6,1
2001,FIN,HUN,6,1
2001,FIN,IDN,6,1
2001,FIN,IND,6,1
2001,FIN,IRL,6,1
2001,FIN,IRN,6,1
2001,FIN,IRQ,6,1
2001,FIN,ISL,6,1
2001,FIN,ISR,6,1
2001,FIN,ITA,6,1
2001,FIN,JPN,6,1
2001,FIN,KEN,6,1
2001,FIN,KOR,6,1
2001,FIN,KWT,6,1
2001,FIN,LBN,6,1
2001,FIN,LBY,4,1
2001,FIN,LTU,6,1
2001,FIN,LUX,6,1
2001,FIN,LVA,6,1
2001,FIN,MAR,6,1
2001,FIN,MEX,6,1
2001,FIN,MOZ,4,1
2001,FIN,MYS,6,1
2001,FIN,NAM,6,1
2001,FIN,NGA,6,1
2001,FIN,NLD,6,1
2001,FIN,NOR,6,1
2001,FIN,NPL,4,1
2001,FIN,PAK,6,1
2001,FIN,PER,6,1
2001,FIN,PHL,6,1
2001,FIN,POL,6,1
2001,FIN,PRT,6,1
2001,FIN,ROU,6,1
2001,FIN,RUS,6,1
2001,FIN,SAU,6,1
2001,FIN,SGP,6,1
2001,FIN,SRB,6,1
2001,FIN,SWE,6,1
2001,FIN,SYR,6,1
2001,FIN,THA,6,1
2001,FIN,TUR,6,1
2001,FIN,TZA,6,1
2001,FIN,UKR,6,1
2001,FIN,USA,6,1
2001,FIN,VAT,6,1
2001,FIN,VEN,6,1
2001,FIN,VNM,6,1
2001,FIN,ZAF,6,1
2001,FIN,ZMB,4,1
2001,FJI,AUS,6,1
2001,FJI,BEL,6,1
2001,FJI,GBR,6,1
2001,FJI,JPN,6,1
2001,FJI,MYS,6,1
2001,FJI,NZL,6,1
2001,FJI,PNG,6,1
2001,FJI,USA,6,1
2001,FRA,AFG,6,1
2001,FRA,AGO,6,1
2001,FRA,ALB,6,1
2001,FRA,AND,6,1
2001,FRA,ARE,6,1
2001,FRA,ARG,6,1
2001,FRA,ARM,6,1
2001,FRA,AUS,6,1
2001,FRA,AUT,6,1
2001,FRA,AZE,6,1
2001,FRA,BDI,6,1
2001,FRA,BEL,6,1
2001,FRA,BEN,6,1
2001,FRA,BFA,6,1
2001,FRA,BGD,6,1
2001,FRA,BGR,6,1
2001,FRA,BHR,6,1
2001,FRA,BIH,6,1
2001,FRA,BLR,6,1
2001,FRA,BOL,6,1
2001,FRA,BRA,6,1
2001,FRA,BRN,6,1
2001,FRA,CAF,6,1
2001,FRA,CAN,6,1
2001,FRA,CHE,6,1
2001,FRA,CHL,6,1
2001,FRA,CHN,6,1
2001,FRA,CIV,6,1
2001,FRA,CMR,6,1
2001,FRA,COD,6,1
2001,FRA,COG,6,1
2001,FRA,COL,6,1
2001,FRA,COM,6,1
2001,FRA,CPV,6,1
2001,FRA,CRI,6,1
2001,FRA,CUB,6,1
2001,FRA,CYP,6,1
2001,FRA,CZE,6,1
2001,FRA,DEU,6,1
2001,FRA,DJI,6,1
2001,FRA,DNK,6,1
2001,FRA,DOM,6,1
2001,FRA,DZA,6,1
2001,FRA,ECU,6,1
2001,FRA,EGY,6,1
2001,FRA,ERI,6,1
2001,FRA,ESP,6,1
2001,FRA,EST,6,1
2001,FRA,ETH,6,1
2001,FRA,FIN,6,1
2001,FRA,FJI,6,1
2001,FRA,GAB,6,1
2001,FRA,GBR,6,1
2001,FRA,GEO,6,1
2001,FRA,GHA,6,1
2001,FRA,GIN,6,1
2001,FRA,GNB,6,1
2001,FRA,GNQ,6,1
2001,FRA,GRC,6,1
2001,FRA,GTM,6,1
2001,FRA,HND,6,1
2001,FRA,HRV,6,1
2001,FRA,HTI,6,1
2001,FRA,HUN,6,1
2001,FRA,IDN,6,1
2001,FRA,IND,6,1
2001,FRA,IRL,6,1
2001,FRA,IRN,6,1
2001,FRA,ISL,6,1
2001,FRA,ISR,6,1
2001,FRA,ITA,6,1
2001,FRA,JAM,6,1
2001,FRA,JOR,6,1
2001,FRA,JPN,6,1
2001,FRA,KAZ,6,1
2001,FRA,KEN,6,1
2001,FRA,KHM,6,1
2001,FRA,KOR,6,1
2001,FRA,KWT,6,1
2001,FRA,LAO,6,1
2001,FRA,LBN,6,1
2001,FRA,LBY,6,1
2001,FRA,LCA,6,1
2001,FRA,LKA,6,1
2001,FRA,LTU,6,1
2001,FRA,LUX,6,1
2001,FRA,LVA,6,1
2001,FRA,MAR,6,1
2001,FRA,MDA,6,1
2001,FRA,MDG,6,1
2001,FRA,MEX,6,1
2001,FRA,MKD,6,1
2001,FRA,MLI,6,1
2001,FRA,MLT,6,1
2001,FRA,MMR,6,1
2001,FRA,MNG,6,1
2001,FRA,MOZ,6,1
2001,FRA,MRT,6,1
2001,FRA,MUS,6,1
2001,FRA,MYS,6,1
2001,FRA,NAM,6,1
2001,FRA,NER,6,1
2001,FRA,NGA,6,1
2001,FRA,NIC,6,1
2001,FRA,NLD,6,1
2001,FRA,NOR,6,1
2001,FRA,NPL,6,1
2001,FRA,NZL,6,1
2001,FRA,OMN,6,1
2001,FRA,PAK,6,1
2001,FRA,PAN,6,1
2001,FRA,PER,6,1
2001,FRA,PHL,6,1
2001,FRA,PNG,6,1
2001,FRA,POL,6,1
2001,FRA,PRT,6,1
2001,FRA,PRY,6,1
2001,FRA,QAT,6,1
2001,FRA,ROU,6,1
2001,FRA,RUS,6,1
2001,FRA,RWA,6,1
2001,FRA,SAU,6,1
2001,FRA,SDN,6,1
2001,FRA,SEN,6,1
2001,FRA,SGP,6,1
2001,FRA,SLV,6,1
2001,FRA,SRB,6,1
2001,FRA,SUR,6,1
2001,FRA,SVK,6,1
2001,FRA,SVN,6,1
2001,FRA,SWE,6,1
2001,FRA,SYC,6,1
2001,FRA,SYR,6,1
2001,FRA,TCD,6,1
2001,FRA,TGO,6,1
2001,FRA,THA,6,1
2001,FRA,TKM,6,1
2001,FRA,TTO,6,1
2001,FRA,TUN,6,1
2001,FRA,TUR,6,1
2001,FRA,TZA,6,1
2001,FRA,UGA,6,1
2001,FRA,UKR,6,1
2001,FRA,URY,6,1
2001,FRA,USA,6,1
2001,FRA,UZB,6,1
2001,FRA,VAT,6,1
2001,FRA,VEN,6,1
2001,FRA,VNM,6,1
2001,FRA,VUT,6,1
2001,FRA,YEM,6,1
2001,FRA,ZAF,6,1
2001,FRA,ZMB,6,1
2001,FRA,ZWE,6,1
2001,FSM,FJI,6,1
2001,FSM,JPN,6,1
2001,FSM,USA,6,1
2001,GAB,AGO,6,1
2001,GAB,ARG,6,1
2001,GAB,BEL,6,1
2001,GAB,BRA,6,1
2001,GAB,CAF,6,1
2001,GAB,CAN,6,1
2001,GAB,CHN,6,1
2001,GAB,CIV,6,1
2001,GAB,CMR,6,1
2001,GAB,COD,6,1
2001,GAB,DEU,6,1
2001,GAB,DZA,6,1
2001,GAB,EGY,6,1
2001,GAB,ESP,6,1
2001,GAB,ETH,6,1
2001,GAB,FRA,6,1
2001,GAB,GBR,6,1
2001,GAB,GNQ,6,1
2001,GAB,ITA,6,1
2001,GAB,JPN,6,1
2001,GAB,KOR,6,1
2001,GAB,MAR,6,1
2001,GAB,NGA,6,1
2001,GAB,RUS,6,1
2001,GAB,SAU,6,1
2001,GAB,SEN,6,1
2001,GAB,STP,6,1
2001,GAB,TGO,6,1
2001,GAB,USA,6,1
2001,GAB,VAT,6,1
2001,GAB,ZAF,6,1
2001,GBR,AFG,6,1
2001,GBR,AGO,6,1
2001,GBR,ALB,6,1
2001,GBR,ARE,6,1
2001,GBR,ARG,6,1
2001,GBR,ARM,6,1
2001,GBR,AUS,6,1
2001,GBR,AUT,6,1
2001,GBR,AZE,6,1
2001,GBR,BEL,6,1
2001,GBR,BGD,6,1
2001,GBR,BGR,6,1
2001,GBR,BHR,6,1
2001,GBR,BHS,6,1
2001,GBR,BIH,6,1
2001,GBR,BLR,6,1
2001,GBR,BLZ,6,1
2001,GBR,BOL,6,1
2001,GBR,BRA,6,1
2001,GBR,BRB,6,1
2001,GBR,BRN,6,1
2001,GBR,BWA,6,1
2001,GBR,CAN,6,1
2001,GBR,CHE,6,1
2001,GBR,CHL,6,1
2001,GBR,CHN,6,1
2001,GBR,CIV,6,1
2001,GBR,CMR,6,1
2001,GBR,COD,6,1
2001,GBR,COL,6,1
2001,GBR,CRI,6,1
2001,GBR,CUB,6,1
2001,GBR,CYP,6,1
2001,GBR,CZE,6,1
2001,GBR,DEU,6,1
2001,GBR,DNK,6,1
2001,GBR,DOM,6,1
2001,GBR,DZA,6,1
2001,GBR,ECU,6,1
2001,GBR,EGY,6,1
2001,GBR,ESP,6,1
2001,GBR,EST,6,1
2001,GBR,ETH,6,1
2001,GBR,FIN,6,1
2001,GBR,FJI,6,1
2001,GBR,FRA,6,1
2001,GBR,GEO,6,1
2001,GBR,GHA,6,1
2001,GBR,GMB,6,1
2001,GBR,GRC,6,1
2001,GBR,GTM,6,1
2001,GBR,GUY,6,1
2001,GBR,HND,6,1
2001,GBR,HRV,6,1
2001,GBR,HUN,6,1
2001,GBR,IDN,6,1
2001,GBR,IND,6,1
2001,GBR,IRL,6,1
2001,GBR,IRN,6,1
2001,GBR,ISL,6,1
2001,GBR,ISR,6,1
2001,GBR,ITA,6,1
2001,GBR,JAM,6,1
2001,GBR,JOR,6,1
2001,GBR,JPN,6,1
2001,GBR,KAZ,6,1
2001,GBR,KEN,6,1
2001,GBR,KHM,6,1
2001,GBR,KOR,6,1
2001,GBR,KWT,6,1
2001,GBR,LBN,6,1
2001,GBR,LBY,6,1
2001,GBR,LKA,6,1
2001,GBR,LSO,6,1
2001,GBR,LTU,6,1
2001,GBR,LUX,6,1
2001,GBR,LVA,6,1
2001,GBR,MAR,6,1
2001,GBR,MDG,6,1
2001,GBR,MEX,6,1
2001,GBR,MKD,6,1
2001,GBR,MLT,6,1
2001,GBR,MMR,6,1
2001,GBR,MNG,6,1
2001,GBR,MOZ,6,1
2001,GBR,MUS,6,1
2001,GBR,MWI,6,1
2001,GBR,MYS,6,1
2001,GBR,NAM,6,1
2001,GBR,NGA,6,1
2001,GBR,NIC,6,1
2001,GBR,NLD,6,1
2001,GBR,NOR,6,1
2001,GBR,NPL,6,1
2001,GBR,NZL,6,1
2001,GBR,OMN,6,1
2001,GBR,PAK,6,1
2001,GBR,PAN,6,1
2001,GBR,PER,6,1
2001,GBR,PHL,6,1
2001,GBR,PNG,6,1
2001,GBR,POL,6,1
2001,GBR,PRT,6,1
2001,GBR,PRY,6,1
2001,GBR,QAT,6,1
2001,GBR,ROU,6,1
2001,GBR,RUS,6,1
2001,GBR,RWA,6,1
2001,GBR,SAU,6,1
2001,GBR,SDN,6,1
2001,GBR,SEN,6,1
2001,GBR,SGP,6,1
2001,GBR,SLB,6,1
2001,GBR,SLE,6,1
2001,GBR,SLV,6,1
2001,GBR,SRB,6,1
2001,GBR,SVK,6,1
2001,GBR,SVN,6,1
2001,GBR,SWE,6,1
2001,GBR,SWZ,6,1
2001,GBR,SYC,6,1
2001,GBR,SYR,6,1
2001,GBR,THA,6,1
2001,GBR,TKM,6,1
2001,GBR,TON,6,1
2001,GBR,TTO,6,1
2001,GBR,TUN,6,1
2001,GBR,TUR,6,1
2001,GBR,TZA,6,1
2001,GBR,UGA,6,1
2001,GBR,UKR,6,1
2001,GBR,URY,6,1
2001,GBR,USA,6,1
2001,GBR,UZB,6,1
2001,GBR,VAT,6,1
2001,GBR,VEN,6,1
2001,GBR,VNM,6,1
2001,GBR,VUT,6,1
2001,GBR,YEM,6,1
2001,GBR,ZAF,6,1
2001,GBR,ZMB,6,1
2001,GBR,ZWE,6,1
2001,GEO,ARM,6,1
2001,GEO,AUT,6,1
2001,GEO,AZE,6,1
2001,GEO,BEL,6,1
2001,GEO,DEU,6,1
2001,GEO,FRA,6,1
2001,GEO,GBR,6,1
2001,GEO,GRC,6,1
2001,GEO,IRN,6,1
2001,GEO,ITA,6,1
2001,GEO,KAZ,6,1
2001,GEO,RUS,6,1
2001,GEO,TKM,6,1
2001,GEO,TUR,6,1
2001,GEO,UKR,6,1
2001,GEO,USA,6,1
2001,GHA,AGO,6,1
2001,GHA,BEL,6,1
2001,GHA,BEN,6,1
2001,GHA,BFA,6,1
2001,GHA,BGR,4,1
2001,GHA,BRA,6,1
2001,GHA,CAN,6,1
2001,GHA,CHE,6,1
2001,GHA,CHN,6,1
2001,GHA,CIV,6,1
2001,GHA,CUB,6,1
2001,GHA,CZE,6,1
2001,GHA,DEU,6,1
2001,GHA,DNK,6,1
2001,GHA,DZA,6,1
2001,GHA,EGY,6,1
2001,GHA,ETH,6,1
2001,GHA,FRA,6,1
2001,GHA,GBR,6,1
2001,GHA,GIN,6,1
2001,GHA,IND,6,1
2001,GHA,IRN,6,1
2001,GHA,ITA,6,1
2001,GHA,JPN,6,1
2001,GHA,LBR,6,1
2001,GHA,LBY,6,1
2001,GHA,NAM,6,1
2001,GHA,NGA,6,1
2001,GHA,NLD,6,1
2001,GHA,RUS,6,1
2001,GHA,SAU,6,1
2001,GHA,SLE,6,1
2001,GHA,SRB,4,1
2001,GHA,TGO,6,1
2001,GHA,USA,6,1
2001,GHA,ZAF,6,1
2001,GHA,ZWE,6,1
2001,GIN,BEL,6,1
2001,GIN,CAN,6,1
2001,GIN,CHN,6,1
2001,GIN,CIV,6,1
2001,GIN,CUB,6,1
2001,GIN,DEU,6,1
2001,GIN,DZA,6,1
2001,GIN,EGY,6,1
2001,GIN,ETH,6,1
2001,GIN,FRA,6,1
2001,GIN,GAB,6,1
2001,GIN,GHA,6,1
2001,GIN,GNB,6,1
2001,GIN,IRN,6,1
2001,GIN,ITA,4,1
2001,GIN,JPN,6,1
2001,GIN,LBY,6,1
2001,GIN,MAR,6,1
2001,GIN,NGA,6,1
2001,GIN,RUS,6,1
2001,GIN,SAU,6,1
2001,GIN,SEN,4,1
2001,GIN,SLE,6,1
2001,GIN,SRB,6,1
2001,GIN,TZA,6,1
2001,GIN,USA,6,1
2001,GIN,ZAF,6,1
2001,GMB,BEL,6,1
2001,GMB,FRA,6,1
2001,GMB,GBR,6,1
2001,GMB,IRN,6,1
2001,GMB,NGA,6,1
2001,GMB,SAU,6,1
2001,GMB,SEN,6,1
2001,GMB,SLE,6,1
2001,GMB,TWN,6,1
2001,GMB,USA,6,1
2001,GNB,AUT,6,1
2001,GNB,BEL,4,1
2001,GNB,CUB,4,1
2001,GNB,DZA,6,1
2001,GNB,FRA,6,1
2001,GNB,GMB,6,1
2001,GNB,PRT,6,1
2001,GNB,RUS,6,1
2001,GNB,SEN,6,1
2001,GNB,USA,6,1
2001,GNQ,BEL,6,1
2001,GNQ,CHN,6,1
2001,GNQ,CMR,6,1
2001,GNQ,ESP,6,1
2001,GNQ,ETH,6,1
2001,GNQ,FRA,6,1
2001,GNQ,GAB,6,1
2001,GNQ,MAR,6,1
2001,GNQ,NGA,6,1
2001,GNQ,RUS,6,1
2001,GNQ,USA,6,1
2001,GRC,ALB,6,1
2001,GRC,ARE,6,1
2001,GRC,ARG,6,1
2001,GRC,ARM,6,1
2001,GRC,AUS,6,1
2001,GRC,AUT,6,1
2001,GRC,AZE,6,1
2001,GRC,BEL,6,1
2001,GRC,BGR,6,1
2001,GRC,BIH,6,1
2001,GRC,BLR,6,1
2001,GRC,BRA,6,1
2001,GRC,CAN,6,1
2001,GRC,CHE,6,1
2001,GRC,CHL,6,1
2001,GRC,CHN,6,1
2001,GRC,CMR,6,1
2001,GRC,COD,6,1
2001,GRC,CUB,6,1
2001,GRC,CYP,6,1
2001,GRC,CZE,6,1
2001,GRC,DEU,6,1
2001,GRC,DNK,6,1
2001,GRC,DZA,6,1
2001,GRC,EGY,6,1
2001,GRC,ESP,6,1
2001,GRC,ETH,6,1
2001,GRC,FIN,6,1
2001,GRC,FRA,6,1
2001,GRC,GBR,6,1
2001,GRC,GEO,6,1
2001,GRC,HRV,6,1
2001,GRC,HUN,6,1
2001,GRC,IND,6,1
2001,GRC,IRL,6,1
2001,GRC,IRN,6,1
2001,GRC,IRQ,6,1
2001,GRC,ISR,6,1
2001,GRC,ITA,6,1
2001,GRC,JOR,6,1
2001,GRC,JPN,6,1
2001,GRC,KAZ,6,1
2001,GRC,KEN,6,1
2001,GRC,KOR,6,1
2001,GRC,KWT,6,1
2001,GRC,LBN,6,1
2001,GRC,LBY,6,1
2001,GRC,LUX,6,1
2001,GRC,MAR,6,1
2001,GRC,MEX,6,1
2001,GRC,NGA,6,1
2001,GRC,NLD,6,1
2001,GRC,NOR,6,1
2001,GRC,NZL,6,1
2001,GRC,PAK,6,1
2001,GRC,PER,6,1
2001,GRC,POL,6,1
2001,GRC,PRT,6,1
2001,GRC,ROU,6,1
2001,GRC,RUS,6,1
2001,GRC,SAU,6,1
2001,GRC,SDN,6,1
2001,GRC,SGP,6,1
2001,GRC,SRB,6,1
2001,GRC,SVK,6,1
2001,GRC,SWE,6,1
2001,GRC,SYR,6,1
2001,GRC,THA,6,1
2001,GRC,TUN,6,1
2001,GRC,TUR,6,1
2001,GRC,UKR,6,1
2001,GRC,USA,6,1
2001,GRC,VAT,6,1
2001,GRC,VEN,6,1
2001,GRC,ZAF,6,1
2001,GRC,ZWE,6,1
2001,GRD,BEL,4,1
2001,GRD,CAN,6,2
2001,GRD,GBR,6,1
2001,GRD,USA,6,1
2001,GRD,VEN,4,1
2001,GTM,ARG,6,1
2001,GTM,AUT,6,1
2001,GTM,BEL,6,1
2001,GTM,BLZ,6,1
2001,GTM,BRA,6,1
2001,GTM,BRB,6,1
2001,GTM,CAN,6,1
2001,GTM,CHL,6,1
2001,GTM,COL,6,1
2001,GTM,CRI,6,1
2001,GTM,CUB,6,1
2001,GTM,DEU,6,1
2001,GTM,DOM,6,1
2001,GTM,ECU,6,1
2001,GTM,EGY,6,1
2001,GTM,ESP,6,1
2001,GTM,FRA,6,1
2001,GTM,GBR,6,1
2001,GTM,HND,6,1
2001,GTM,ISR,6,1
2001,GTM,ITA,6,1
2001,GTM,JPN,6,1
2001,GTM,KOR,6,1
2001,GTM,MEX,6,1
2001,GTM,NIC,6,1
2001,GTM,NOR,6,1
2001,GTM,PAN,6,1
2001,GTM,PER,6,1
2001,GTM,RUS,6,1
2001,GTM,SLV,6,1
2001,GTM,SWE,6,1
2001,GTM,TWN,6,1
2001,GTM,URY,6,1
2001,GTM,USA,6,1
2001,GTM,VAT,6,1
2001,GTM,VEN,6,1
2001,GUY,BEL,6,1
2001,GUY,BRA,6,1
2001,GUY,CAN,6,1
2001,GUY,CHN,6,1
2001,GUY,CUB,4,1
2001,GUY,GBR,6,1
2001,GUY,SUR,6,1
2001,GUY,USA,6,1
2001,GUY,VEN,6,1
2001,HND,BEL,6,1
2001,HND,BLZ,4,1
2001,HND,BRA,6,1
2001,HND,CAN,4,1
2001,HND,CHL,6,1
2001,HND,COL,6,1
2001,HND,CRI,6,1
2001,HND,DEU,6,1
2001,HND,DOM,6,1
2001,HND,ECU,4,1
2001,HND,ESP,6,1
2001,HND,FRA,6,1
2001,HND,GBR,6,1
2001,HND,GRC,4,1
2001,HND,GTM,6,1
2001,HND,ISR,6,1
2001,HND,ITA,6,1
2001,HND,JPN,6,1
2001,HND,KOR,6,1
2001,HND,MEX,4,1
2001,HND,NIC,6,1
2001,HND,PAN,6,1
2001,HND,PER,6,1
2001,HND,SLV,6,1
2001,HND,SWE,4,1
2001,HND,TWN,6,1
2001,HND,USA,6,1
2001,HND,VAT,6,1
2001,HND,VEN,6,1
2001,HRV,ALB,6,1
2001,HRV,ARG,6,1
2001,HRV,AUS,6,1
2001,HRV,AUT,6,1
2001,HRV,BEL,6,1
2001,HRV,BIH,6,1
2001,HRV,BRA,6,1
2001,HRV,CAN,6,1
2001,HRV,CHE,6,1
2001,HRV,CHL,6,1
2001,HRV,CHN,6,1
2001,HRV,CZE,6,1
2001,HRV,DEU,6,1
2001,HRV,DNK,6,1
2001,HRV,EGY,6,1
2001,HRV,ESP,6,1
2001,HRV,FIN,6,1
2001,HRV,FRA,6,1
2001,HRV,GBR,6,1
2001,HRV,HUN,6,1
2001,HRV,IDN,6,1
2001,HRV,IND,6,1
2001,HRV,ITA,6,1
2001,HRV,JPN,4,1
2001,HRV,KAZ,4,1
2001,HRV,MKD,6,1
2001,HRV,MYS,6,1
2001,HRV,NLD,6,1
2001,HRV,NOR,6,1
2001,HRV,PRT,6,1
2001,HRV,RUS,6,1
2001,HRV,SRB,6,1
2001,HRV,SVK,6,1
2001,HRV,SVN,6,1
2001,HRV,SWE,4,1
2001,HRV,TUR,6,1
2001,HRV,UKR,6,1
2001,HRV,USA,6,1
2001,HRV,VAT,6,1
2001,HRV,ZAF,6,1
2001,HTI,ARG,6,1
2001,HTI,BEL,6,1
2001,HTI,BRA,4,1
2001,HTI,CAN,4,1
2001,HTI,CHL,6,1
2001,HTI,COL,4,1
2001,HTI,CUB,4,1
2001,HTI,DEU,6,1
2001,HTI,DOM,4,1
2001,HTI,ESP,6,1
2001,HTI,FRA,6,1
2001,HTI,ISR,6,1
2001,HTI,ITA,4,1
2001,HTI,JAM,4,1
2001,HTI,JPN,6,1
2001,HTI,LBN,6,1
2001,HTI,MEX,4,1
2001,HTI,PAN,4,1
2001,HTI,PER,6,1
2001,HTI,TWN,6,1
2001,HTI,USA,4,1
2001,HTI,VEN,4,1
2001,HUN,AFG,6,1
2001,HUN,AGO,6,1
2001,HUN,ALB,6,1
2001,HUN,ARE,4,1
2001,HUN,ARG,6,1
2001,HUN,AUS,6,1
2001,HUN,AUT,6,1
2001,HUN,BEL,6,1
2001,HUN,BGD,4,1
2001,HUN,BGR,6,1
2001,HUN,BIH,6,1
2001,HUN,BRA,6,1
2001,HUN,CAN,6,1
2001,HUN,CHE,6,1
2001,HUN,CHL,6,1
2001,HUN,CHN,6,1
2001,HUN,COL,6,1
2001,HUN,CRI,6,1
2001,HUN,CUB,6,1
2001,HUN,CZE,6,1
2001,HUN,DEU,6,1
2001,HUN,DNK,6,1
2001,HUN,DZA,6,1
2001,HUN,EGY,6,1
2001,HUN,ESP,6,1
2001,HUN,ETH,6,1
2001,HUN,FIN,6,1
2001,HUN,FRA,6,1
2001,HUN,GBR,6,1
2001,HUN,GRC,6,1
2001,HUN,HRV,6,1
2001,HUN,IDN,6,1
2001,HUN,IND,6,1
2001,HUN,IRL,6,1
2001,HUN,IRN,6,1
2001,HUN,IRQ,6,2
2001,HUN,ISR,6,1
2001,HUN,ITA,6,1
2001,HUN,JOR,4,1
2001,HUN,JPN,6,1
2001,HUN,KAZ,6,1
2001,HUN,KEN,6,1
2001,HUN,KHM,6,1
2001,HUN,KOR,6,1
2001,HUN,KWT,6,1
2001,HUN,LBN,4,1
2001,HUN,LBY,4,1
2001,HUN,MAR,6,1
2001,HUN,MDA,6,1
2001,HUN,MEX,6,1
2001,HUN,MNG,6,1
2001,HUN,NGA,6,1
2001,HUN,NLD,6,1
2001,HUN,NOR,6,1
2001,HUN,PAK,6,1
2001,HUN,PER,6,1
2001,HUN,PHL,6,1
2001,HUN,POL,6,1
2001,HUN,PRT,6,1
2001,HUN,ROU,6,1
2001,HUN,RUS,6,1
2001,HUN,SAU,6,1
2001,HUN,SGP,6,1
2001,HUN,SRB,4,1
2001,HUN,SVK,6,1
2001,HUN,SVN,6,1
2001,HUN,SWE,6,1
2001,HUN,SYR,6,1
2001,HUN,THA,6,1
2001,HUN,TUN,6,1
2001,HUN,TUR,6,1
2001,HUN,TZA,6,1
2001,HUN,UKR,6,1
2001,HUN,URY,6,1
2001,HUN,USA,6,1
2001,HUN,VAT,6,1
2001,HUN,VNM,6,1
